Name,Size,Type,Sub-Type,Alignment,AC,Hit Points,STR,DEX,CON,INT,WIS,CHA,Challenge,Proficiency Bonus
Ash_Mephit,S,Elemental,,NE,10,21 (6d6),5,11,10,11,10,12,0.25,2
Ash_Phoenix,L,Undead,,NE,15,105 (14d10+28),17,20,15,8,14,9,9,4
Ashen_Custodian,M,Fey,,N,15,99 (18d8+18),10,21,12,14,15,18,6,3
Ashen_Rider,M,Celestial,Archon,LE,18 (plate),178 (21d8+84),20,16,19,15,21,18,16,5
Aspect_of_Bahamut,G,Dragon,Metallic,LG,23 (natural),585 (30d20+270),30,18,29,25,28,30,30,9
Aspect_of_Tiamat,G,Dragon,Chromatic,CE,23 (natural),574 (28d20+280),30,14,30,21,20,26,30,9
Asrai,T,Fey,,CN,16 (natural),7 (2d4+2),5,18,13,10,13,14,2,2
Assassin,M,Humanoid,,,15 (studded leather),78 (12d8+24),11,16,14,13,11,10,8,3
Assassin_Bug,M,Monstrosity,,N,14 (natural),55 (10d8+10),13,14,13,4,12,6,3,2
Assassin_Vine,L,Plant,,,13 (natural),85 (10d10+30),18,10,16,1,10,1,3,2
Astral_Devourer,M,Aberration,(Swarm of Tiny),CE,16 (natural),90 (12d8+36),13,16,17,14,16,12,8,3
Astral_Dreadnought,G,Monstrosity,Titan,,20 (natural),297 (17d20+119),28,7,25,5,14,18,21,7
Astral_Moth,L,Monstrosity,,N,12,32 (5d10+5),16,14,12,4,10,10,0.125,2
Astral_Pirate,M,Humanoid,,,15,69 (11d8+22),15,16,14,14,10,15,2,2
Astral_Raid_Mage,M,Humanoid,,CN,12 (15 with mage armor),71 (13d8+13),11,14,12,19,15,16,8,3
Astral_Shark,L,Fiend,,N,14 (natural),102 (12d10+36),16,15,17,6,12,6,5,3
Astral_Snapper,M,Aberration,,NE,12,78 (12d8+24),12,15,14,12,16,8,3,2
Astri,S,Celestial,,CG,15,112 (15d6+60),12,21,18,15,16,20,8,3
Atropal,H,Undead,Titan,NE,7,225 (18d12+108),19,5,22,25,19,24,13,5
Attercroppe,T,Fey,,CE,14,21 (6d4+6),8,18,12,11,13,15,0.5,2
August_Rooster,M,Monstrosity,,NE,14 (natural),75 (10d8+30),10,17,16,8,7,18,4,2
Aurelia,M,Celestial,Angel,LG,22 (natural),287 (25d8+175),26,24,25,17,25,30,23,7
Auril_(First_Form),M,Monstrosity,,NE,13,95 (10d8+50),14,16,21,24,26,28,9,4
Auril_(Second_Form),L,Elemental,,NE,16 (natural),136 (13d10+65),16,16,21,24,26,28,10,4
Auril_(Third_Form),S,Elemental,,NE,19 (natural),136 (16d6+80),1,12,21,24,26,28,11,4
Aurochs,L,Beast,,,11 (natural),38 (4d10+16),20,10,19,2,12,5,2,2
Aurora_Horribilis,L,Aberration,,CN,15,119 (14d10+42),8,20,17,7,14,21,9,4
Aurumvorax,S,Monstrosity,,,16 (natural),78 (12d6+36),12,20,16,2,13,11,5,3
Automata_Devil,L,Fiend,Devil,LE,17 (natural),168 (16d10+80),24,17,20,11,14,19,10,4
Autumn_Eladrin,M,Fey,Elf,CN,19 (natural),127 (17d8+51),12,16,16,14,17,18,10,4
Autumnal_Arborian,H,Plant,,LN,16,172 (15d12+75),17,22,20,13,15,11,11,4
Avalanche_Screamer,L,Aberration,,CE,15 (natural),133 (14d10+56),18,9,19,5,12,8,7,3
Avarice,M,Humanoid,Tiefling,LE,13 (16 with mage armor),84 (13d8+26),8,16,14,17,10,9,7,3
Avatar_of_Death,M,Undead,,NE,20,half max of summoner,16,16,16,16,16,16,0,2
Avatar_of_Shoth,G,Aberration,Shoth,LN,18 (natural),341 (22d20+110),20,9,20,18,20,22,21,7
Aviere,T,Celestial,,,12,17 (5d4+5),7,14,13,10,12,14,0.5,2
Avulzor,L,Aberration,,LE,17 (bone kilt),135 (18d10+36),19,17,14,18,16,15,8,3
Awakened_Shrub,S,Plant,,,9,10 (3d6),3,8,11,10,10,6,0,2
Awakened_Tree,H,Plant,,,13 (natural),59 (7d12+14),19,6,15,10,10,7,2,2
Awakened_White_Moose,L,Beast,,NE,11 (natural),68 (8d10+24),19,11,16,10,12,6,3,2
Awakened_Zurkhwood,H,Plant,,,13 (natural),59 (7d12+14),19,6,15,10,10,7,2,2
Axe_Beak,L,Beast,,,11,19 (3d10+3),14,12,12,2,10,5,0.25,2
Azbara_Jos,M,Humanoid,Human,LE,13 (16 with mage armor),39 (6d8+12),9,16,14,16,13,11,4,2
Azeban,M,Fey,,CN,16 (natural),78 (12d8+24),16,16,14,15,8,18,4,2
Azer,M,Elemental,,LN,"17 (natural, shield)",39 (6d8+12),17,12,15,12,13,10,2,2
Azer_Blacksmith,M,Elemental,,LN,17 (natural),39 (6d8+12),18,12,15,12,13,10,3,2
Azer_Marauders,M,Elemental,,LE,15 (natural),58 (9d8+18),18,12,15,12,13,10,3,2
Azi_Dahaka,H,Dragon,,CE,15 (natural),157 (15d12+60),21,14,19,14,13,17,14,5
Azizou_(Pain_Demon),S,Fiend,Demon,CE,15 (natural),17 (5d6),14,15,11,8,10,10,3,2
Azza_Gremlin,S,Fey,,N,14,7 (2d6),5,18,10,12,13,10,0.25,2
Baba_Lysaga,M,Humanoid,"Shapechanger, Human",CE,15 (natural),120 (16d8+48),18,10,16,20,17,13,11,4
Baba_Lysaga's_Creeping_Hut,G,Construct,,,16 (natural),263 (17d20+85),26,7,20,1,3,3,11,4
Baba_Yaga,M,Fey,,CN,18 (natural),399 (47d8+188),14,18,18,16,22,19,20,6
Baba_Yaga's_Horsemen,M,Fey,,LN,"20 (plate, shield)",171 (18d8+90),22,11,21,16,18,18,11,4
Babau,M,Fiend,Demon,CE,16 (natural),82 (11d8+33),19,16,16,11,12,13,4,2
Baboon,S,Beast,,,12,3 (1d6),8,14,11,4,12,6,0,2
Badger,T,Beast,,,10,3 (1d4+1),4,11,12,2,12,5,0,2
Bael,L,Fiend,Devil,LE,18 (plate),189 (18d10+90),24,17,20,21,24,24,19,6
Bagiennik,M,Aberration,,CN,15 (natural),75 (10d8+30),16,18,16,9,16,11,3,2
Bak_Mei,M,Humanoid,Human,LE,17 (unarmored defense),102 (12d8+48),10,18,18,13,17,16,13,5
Balban_(Brute_Demon),L,Fiend,Demon,CE,17 (natural),126 (10d10+66),25,14,22,6,14,14,9,4
Balhannoth,L,Aberration,,CE,17 (natural),114 (12d10+48),17,8,18,6,15,8,11,4
Baliri,M,Fiend,Demon,CE,17 (natural),190 (20d8+100),22,16,20,13,17,14,14,5
Balloon_Spider,M,Beast,,,13,36 (8d8),10,16,10,2,12,4,1,2
Balor,H,Fiend,Demon,CE,19 (natural),262 (21d12+126),26,15,22,20,16,22,19,6
Banded_Agony_Viper,S,Beast,,,19 (natural),76 (17d6+17),8,22,13,4,16,1,10,4
Banderhobb,L,Monstrosity,,NE,15 (natural),84 (8d10+40),20,12,20,11,14,8,5,3
Bandit,M,Humanoid,,,12 (leather),11 (2d8+2),11,12,12,10,10,10,0.125,2
Bandit_Captain,M,Humanoid,,,15 (studded),65 (10d8+20),15,16,14,14,11,14,2,2
Bandit_Lord,M,Humanoid,,,16 (breastplate),91 (14d8+28),16,15,14,14,11,14,4,2
Banshee,M,Undead,,CE,12,58 (13d8),1,14,10,12,11,17,4,2
Baphomet,H,Fiend,Demon,CE,22 (natural),333 (23d12+184),30,14,26,18,24,16,23,7
Bar_Brawl,H,Humanoid,(Swarm of Medium),,12 (leather),67 (9d12+9),14,12,13,11,10,9,3,2
Barbed_Devil,M,Fiend,Devil,LE,15 (natural),110 (13d8+52),16,17,18,12,14,14,5,3
Barbegazi_(Ice_Gnome),S,Humanoid,,NE,12 (natural),13 (3d6+3),10,13,13,11,11,8,0.5,2
Bard,M,Humanoid,,,15 (chain shirt),44 (8d8+8),11,14,12,10,13,14,2,2
Barghest,L,Fiend,Shapechanger,NE,17 (natural),90 (12d10+24),19,15,14,13,12,14,4,2
Barizou_(Assassin_Demon),S,Fiend,Demon,CE,12,14 (4d6),10,15,10,6,6,10,1,2
Barlgura,L,Fiend,Demon,CE,15 (natural),68 (8d10+24),18,15,16,7,14,9,5,3
Barmaid_from_the_Shade,M,Undead,,CE,12,37 (5d8+15),12,15,16,7,6,16,2,2
Barnibus_Blastwind,M,Humanoid,Human,LG,10 (13 with mage armor),24 (7d8-7),9,10,9,17,15,11,2,2
Barometz,L,Plant,,CN,15 (natural),95 (10d10+40),16,11,18,5,16,13,6,3
Barong,L,Celestial,,LG,20 (natural),225 (18d10+140),25,20,25,18,23,22,17,6
Barrow_Wight,M,Undead,,CE,14 (studded Leather),45 (6d8+18),16,14,16,10,13,15,3,2
Basilisk,M,Monstrosity,,,15 (natural),52 (8d8+16),16,8,15,2,8,7,3,2
Basilisk_Zombie,M,Undead,,NE,12 (natural),52 (8d8+16),16,8,15,2,8,7,3,2
"Basilisk,_Crimson",M,Monstrosity,,,13 (natural),60 (8d8+24),16,10,16,2,12,10,3,2
"Basilisk,_Greater",L,Monstrosity,,NE,16 (natural),95 (10d10+40),19,8,18,6,10,7,5,3
Bastet_Temple_Cat,S,Monstrosity,,CN,14,40 (9d6+9),8,19,12,12,16,18,1,2
Bastian_Thermandar,M,Humanoid,fire genasi,NE,12 (15 with mage armor),78 (12d8+24),12,14,15,11,9,18,8,3
Bat,T,Beast,,,12,1 (1d4-1),2,15,8,2,12,4,0,2
Bat_King,S,Fey,Shapechanger,N,17 (natural),150 (20d6+80),16,20,19,19,17,16,13,5
Bathael_the_Exiled_Lord,H,Fiend,Demon,CE,17 (natural),199 (19d12+76),27,10,19,21,18,23,16,5
Bathhouse_Drake,M,Dragon,,LN,16 (natural),75 (10d8+30),15,14,17,12,18,15,3,2
Battleforce_Angel,M,Celestial,Angel,LG,18 (plate),66 (12d8+12),16,12,13,11,17,18,5,3
Battlemage,M,Humanoid,,,12 (15 with mage armor),66 (12d8+12),11,14,12,18,14,12,4,2
Bavlorna_Blightstraw,M,Fey,Hag,NE,15 (natural),110 (13d8+52),22,11,18,16,12,15,7,3
Bavorian_Witch,M,Humanoid,Human,CE,10,16 (3d8+3),7,11,13,14,11,12,0.5,2
Bear_King,M,Fey,Shapechanger,LN,18 (natural),133 (14d8+70),21,10,20,12,17,16,12,4
Bearded_Devil,M,Fiend,Devil,LE,13 (natural),52 (8d8+16),16,15,15,9,11,11,3,2
Bearfolk,M,Humanoid,Bearfolk,CG,14 (hide),45 (6d8+18),19,14,16,8,12,9,3,2
Bearfolk_Chieftan,M,Humanoid,Bearfolk,CG,"17 (chain shirt, shield)",130 (20d8+40),21,14,16,9,14,12,6,3
Bearing_Golem,M,Construct,,,16 (natural),75 (10d8+30),9,18,16,8,12,3,6,3
Bearmit_Crab,L,Monstrosity,,,14 (natural),59 (7d10+21),18,13,16,4,13,6,2,2
"Beaver,_Prehistoric",L,Beast,,,15 (natural),57 (7d8+21),20,12,17,3,11,5,3,2
Bedlam,L,Aberration,,CN,17 (natural),112 (15d10+30),17,20,15,15,15,12,8,3
Beetlor,L,Monstrosity,,N,16 (natural),60 (8d8+24),22,18,17,10,10,8,5,3
Beezerker,M,Humanoid,Soveign Swarm,LE,19 (chitin),221 (26d8+104),23,14,18,9,8,19,13,5
Befouled_Weird,M,Elemental,,NE,14 (natural),75 (10d8+30),17,14,16,5,12,7,5,3
Behemoth,G,Monstrosity,Titan,,25 (natural),780 (40d20+360),30,9,29,10,12,3,30,9
Behir,H,Monstrosity,,NE,17 (natural),168 (16d12+64),23,16,18,7,14,12,11,4
Beholder,L,Aberration,Beholder,LE,18 (natural),180 (19d10+76),10,14,18,17,15,17,13,5
Beholder_Zombie,L,Undead,,NE,15 (natural),93 (11d10+33),10,8,16,3,8,5,5,3
Behtu,S,Humanoid,,CE,14 (hide),52 (8d6+24),17,16,16,12,11,7,2,2
Bel,L,Fiend,Devil,LE,19 (natural),364 (27d10+216),28,14,26,25,19,26,25,8
Belabra,M,Aberration,,N,13,39 (6d8+12),14,15,14,7,12,11,3,2
Belashryrra,M,Aberration,,CE,19 (natural),304 (32d8+160),24,21,20,25,22,23,22,7
Beledros_Witherbloom,G,Dragon,Druid,NG,22 (natural),444 (24d20+192),28,14,27,18,28,17,24,7
Beli,S,Fey,,NE,15 (natural),45 (10d6+10),11,16,12,8,11,14,2,2
Belphegor,H,Fiend,Devil,LE,18 (natural),402 (25d12+175),20,16,20,22,18,14,22,7
Berbalang,M,Aberration,,NE,14 (natural),38 (11d8-11),9,16,9,17,11,10,2,2
Berchta,M,Fey,Shapechanger,LN,16,172 (23d8+69),14,15,17,16,19,22,16,5
Bereginyas,T,Fey,,NE,15,70 (20d4+20),14,20,12,13,12,11,4,2
Berserk_Butcher,M,Fiend,Demon,CE,14 (natural),38 (7d8+7),16,14,12,10,10,10,2,2
Berserker,M,Humanoid,,,13 (hide),67 (9d8+27),16,12,17,9,11,9,2,2
Berstuc,L,Fiend,Demon,CE,18 (natural),157 (15d10+75),22,10,20,12,14,19,11,4
Bheur_Hag,M,Fey,Hag,CE,17 (natural),91 (14d8+28),13,16,14,12,13,16,7,3
Biclops,H,Giant,,N,16 (chainmail),283 (21d12+147),26,10,25,10,14,10,14,5
Bighorn_Bison,L,Beast,,,14 (natural),57 (6d10+24),22,12,19,2,12,5,4,2
Bilby,T,Beast,,,10,2 (1d4),6,10,10,2,10,8,0,2
Bilge_Horror,M,Humanoid,,,15,26 (4d8+8),15,13,14,6,12,6,0.5,2
Bilwis,M,Elemental,,CE,13,49 (11d8),12,16,10,10,13,16,1,2
Biomancer,M,Humanoid,,NG,17 (splint),110 (17d8+34),10,15,14,20,14,15,10,4
Bjornhild_Solvigsdottir,M,Humanoid,Human,NE,12 (hide),102 (12d8+48),18,11,18,14,11,14,5,3
Black_Abishai,M,Fiend,Devil,LE,15 (natural),58 (9d8+18),14,17,14,13,16,11,7,3
Black_Bear,M,Beast,,,11 (natural),19 (3d8+6),15,10,14,2,12,7,0.5,2
Black_Bulette,H,Monstrosity,,LE,19 (natural),225 (18d12+108),22,14,22,6,14,10,13,5
Black_Crier,M,Undead,,N,16 (natural),150 (20d8+60),14,19,16,11,20,12,11,4
Black_Dragon_Wrymling,M,Dragon,Black Dragon,CE,17 (natural),33 (6d8+6),15,14,13,10,11,13,2,2
Black_Earth_Guard,M,Humanoid,Human,NE,18 (plate),39 (6d8+12),17,11,14,10,10,9,2,2
Black_Earth_Priest,M,Humanoid,Human,NE,17 (splint),45 (7d8+14),15,11,14,12,10,16,3,2
Black_Gauntlet_of_Bane,M,Humanoid,Human,LE,16 (chain),51 (6d8+24),18,11,18,12,15,18,6,3
Black_Night_Commander,M,Humanoid,,LE,18 (plate),78 (12d8+24),18,10,14,12,13,15,5,3
Black_Orc,M,Humanoid,Black Orc,CE,15 (scale),16 (3d8+3),14,12,12,9,10,9,1,2
Black_Orc_Champion,M,Humanoid,Black Orc,CE,18 (plate),97 (15d8+30),20,14,14,9,12,18,7,3
Black_Pudding,L,Ooze,,,7,85 (10d10+30),16,5,16,1,6,1,4,2
Black_Skeleton,M,Undead,,CE,17 (chain shirt),71 (13d8+13),11,19,13,13,10,14,4,2
Black_Sun_Orc,M,Humanoid,Orc,CE,14 (hide),65 (10d8+20),16,14,14,9,12,8,2,2
Black_Viper,M,Humanoid,Human,CN,16 (studded leather),84 (13d8+26),11,18,14,11,11,12,5,3
Blackguard,M,Humanoid,,,18 (plate),153 (18d8+72),18,11,18,11,14,15,8,3
Blackheart,M,Undead,,NE,12,66 (12d8+12),10,15,12,10,10,16,3,2
Blagothkus,H,Giant,Cloud Giant,NE,17 (splint),138 (12d12+60),26,13,20,16,15,25,9,4
Blazing_Skeleton,M,Undead,,CE,14,27 (5d8+5),7,18,13,8,10,14,1,2
Bleeding_Horror_Minotaur,L,Undead,,CE,14 (natural),75 (10d10+20),19,10,15,7,10,16,6,3
Blemmyes,L,Monstrosity,,CE,15 (natural),168 (16d10+80),20,13,20,7,12,5,8,3
Blindheim,S,Aberration,,CE,13 (natural),17 (5d6),10,14,11,2,12,6,0.5,2
Blink_Dog,M,Fey,,LG,13,22 (4d8+4),12,17,12,10,13,11,0.25,2
Blister_Beetle,S,Beast,,,12 (natural),13 (3d6+3),11,10,12,1,10,7,1,2
Blistercoil_Weird,M,Elemental,,CN,13,45 (7d8+14),16,16,15,5,10,7,4,2
Bloated_Ghoul,M,Undead,,NE,14 (natural),142 (19d8+57),17,10,16,11,12,13,6,3
Blood_Bush,S,Plant,,,13 (natural),59 (7d6+35),15,14,20,2,12,8,3,2
Blood_Drinker_Vampire,M,Undead,,LE,16 (natural),90 (12d8+36),16,18,17,16,13,19,8,3
Blood_Elemental,L,Elemental,,N,14 (natural),95 (10d10+40),16,13,18,5,10,5,5,3
Blood_Giant,H,Giant,,LN,15 (natural),126 (12d12+48),23,12,18,8,16,5,8,3
Blood_Golem,L,Aberration,,N,17 (natural),102 (12d10+36),14,19,16,2,14,1,8,3
Blood_Hag,M,Fey,Hag,CE,16 (natural),178 (21d8+84),20,16,18,19,21,17,11,4
Blood_Hawk,S,Beast,,,12,7 (2d6),6,14,10,3,14,5,0.125,2
Blood_Hunter,M,Humanoid,,,16 (half plate),65 (10d8+20),18,12,15,9,16,11,5,3
Blood_Imp,T,Fiend,Devil,LE,13 (natural),14 (4d4+4),6,14,13,12,11,14,0.5,2
Blood_Ooze,L,Ooze,,,8,76 (8d10+32),16,6,18,1,8,2,6,3
Blood_Orc,M,Humanoid,Blood Orc,CE,14 (chains),13 (2d8+4),15,13,14,8,6,6,0.25,2
Blood_Orc_Elder_Warrior,M,Humanoid,Blood Orc,CE,14 (chains),75 (10d8+30),21,13,16,8,6,6,6,3
Blood_Orchid,L,Aberration,,LE,14 (natural),76 (9d10+27),15,12,16,11,12,13,5,3
Blood_Orchid_Grand_Savant,H,Aberration,,LE,16 (natural),136 (13d12+52),19,13,18,13,16,20,9,4
Blood_Orchid_Savant,L,Aberration,,LE,15 (natural),97 (13d10+26),15,14,14,13,16,18,7,3
Blood_Pudding,M,Ooze,,,10,42 (5d8+20),12,11,18,0,10,7,2,2
Blood_Wight,L,Undead,,N,16 (natural),95 (10d10+40),20,15,18,13,13,16,8,3
Blood_Witch,M,Humanoid,,CE,12 (15 with mage armor),78 (12d8+24),16,14,15,13,9,19,7,3
Blood_Zombie,M,Undead,,NE,10 (natural),51 (6d8+24),16,6,18,3,6,5,2,2
Blood-Toll_Harpy,M,Monstrosity,,CE,11,9 (2d8),12,13,10,6,11,13,0.125,2
Bloodbark_Executioner,G,Plant,,CE,23 (natural),0 (0d4),30,10,30,12,27,1,28,8
Bloodflay_Giant,H,Giant,,CE,14 (natural),103 (9d12+45),23,9,20,7,8,9,6,3
Bloodsapper,M,Aberration,,CE,14 (natural),90 (12d8+36),16,14,16,5,12,7,3,2
Bloodstone_Sentinel,L,Construct,,NE,15 (natural),114 (11d10+48),18,7,18,8,10,16,8,3
Bloodsuckle,L,Plant,,,13 (natural),57 (6d10+24),16,10,18,6,11,11,3,2
Bloody_Bones,M,Undead,,CE,13 (natural),27 (6d8),17,12,10,11,13,14,2,2
Bloom_Hydra,M,Plant,,,15 (natural),112 (15d8+45),16,15,16,4,14,6,6,3
Blue_Abishai,M,Fiend,Devil,LE,19 (natural),195 (26d8+78),15,14,17,22,23,18,17,6
Blue_Bulette,L,Monstrosity,,,17 (natural),150 (12d10+84),22,12,24,3,10,4,12,4
Blue_Dragon_Wyrmling,M,Dragon,Blue Dragon,LE,17 (natural),52 (8d8+16),17,10,15,12,11,15,3,2
Blue_Faerie_Dragon,T,Dragon,,CG,15,14 (4d4+4),3,20,13,14,12,16,2,2
Blue_Slaad,L,Aberration,Slaad,CN,15 (natural),123 (13d10+52),20,15,18,7,7,9,7,3
Boalisk,L,Monstrosity,,,12,39 (6d10+6),16,15,14,1,10,4,1,2
Boar,M,Beast,,,11 (natural),11 (2d8+2),13,11,12,2,9,5,0.25,2
Boarfolk,L,Humanoid,Boarfolk,LN,10,16 (3d10),12,10,10,10,10,11,0.5,2
Boarfolk_Rager,L,Humanoid,Boarfolk,LN,16,123 (13d10+52),20,15,18,9,11,10,9,4
Boatman,L,Fiend,,NE,17 (natural),67 (9d10+18),18,16,15,12,18,16,6,3
Bodak,M,Undead,,CE,15 (natural),58 (9d8+18),15,16,15,7,12,12,6,3
Bodytaker_Plant,H,Plant,,LE,16 (natural),92 (8d12+40),18,8,20,14,14,18,7,3
Bog_Beast,L,Monstrosity,,N,13 (natural),76 (8d10+32),20,11,18,5,12,9,3,2
Bog_Creeper,M,Plant,,,12 (natural),104 (11d8+55),18,10,20,3,14,6,9,4
Boggle,S,Fey,,CN,14,18 (4d6+4),8,18,13,6,12,7,0.125,2
Bol'Bara,S,Humanoid,Goblinoid,CG (CE when possessed),13 (15 with mage armor),40 (9d6+9),11,14,12,10,13,14,3,2
Boloti,T,Fey,,NE,15,63 (14d4+28),12,20,14,13,12,11,1,2
Bondshard_Wraith,M,Undead,,NE,16 (natural),127 (15d8+60),16,13,18,13,14,8,12,4
Bone_Cobbler,M,Aberration,,CE,13 (natural),22 (5d8),14,15,11,10,14,8,2,2
Bone_Collective,S,Undead,,CE,17 (natural),120 (16d6+64),10,20,18,14,10,16,8,3
Bone_Colossus,G,Undead,,CE,16 (natural),181 (11d20+66),24,11,22,14,16,16,13,5
Bone_Crab,S,Beast,,N,13 (natural),33 (6d6+12),10,14,14,1,12,4,0.5,2
Bone_Crawler,H,Aberration,,N,16 (natural),161 (14d12+70),23,16,20,9,15,9,13,5
Bone_Devil,L,Fiend,Devil,LE,19 (natural),142 (15d10+60),18,16,18,13,14,16,9,4
Bone_Golem,M,Construct,,,16 (natural),60 (8d8+24),10,16,17,3,10,1,7,3
Bone_Knight,M,Humanoid,,,20 (bonecraft armor),84 (13d8+26),18,13,14,12,14,16,5,3
Bone_Naga,L,Undead,,LE,15 (natural),58 (9d10+9),15,16,12,15,15,16,4,2
Bone_Splinter,H,Undead,,,18 (natural),147 (14d12+56),20,20,18,5,12,3,10,4
Bone_Swarm,L,Undead,(Swarm of Tiny),CE,17 (natural),198 (36d10),22,18,10,9,15,20,10,4
Bone_Welk,L,Monstrosity,,,12 (natural),27 (5d10),10,5,11,6,9,3,0.25,2
Boneclaw,L,Undead,,CE,16 (natural),127 (17d10+34),19,16,15,13,15,9,12,4
Boneless,M,Undead,,LE,12,26 (4d8+8),16,14,15,1,10,1,1,2
"Boneneedle,_Greater",M,Beast,,,13,31 (7d8),8,16,11,1,12,3,1,2
"Boneneedle,_Lesser",S,Beast,,,12,13 (3d8),5,14,10,1,10,3,0.25,2
Bonespitter,G,Monstrosity,,,17 (natural),217 (14d20+70),26,7,21,3,10,5,13,5
Bonesucker,L,Aberration,,NE,15 (natural),68 (8d10+24),18,13,17,10,12,13,4,2
Bookkeeper,T,Construct,,,12,5 (2d4),8,14,10,6,8,4,0.125,2
Boomer,M,Plant,,,7 (natural),22 (4d8+4),1,1,12,1,3,1,0.5,2
Boomslang,L,Beast,,,14,27 (5d10),12,18,10,2,10,3,2,2
Boot_Grabber,S,Aberration,,N,11,22 (4d6+8),17,12,14,4,12,2,0.5,2
Borborygmos,H,Giant,,CN,14 (natural),270 (20d12+140),24,11,24,8,17,16,18,6
Borea's_Chosen,M,Humanoid,,CE,"15 (leather armor, shield)",102 (12d8+48),17,14,19,8,14,10,7,3
Boreal_Dragon_Wyrmling,M,Dragon,Boreal Dragon,CN,17 (natural),39 (6d8+12),17,10,15,11,13,12,2,2
Boreas,M,Elemental,Shapechanger,CE,20 (natural),168 (16d8+96),25,22,22,18,19,21,17,6
Borsin,L,Monstrosity,,CE,12,60 (8d10+16),20,14,15,4,11,8,3,2
Bouda,M,Fiend,Shapechanger,NE,15 (natural),93 (11d8+44),19,14,18,10,12,15,5,3
Bounty_Hunter,M,Humanoid,,,18 (hunter plate),82 (11d8+33),18,16,17,12,13,12,5,3
Brachyura_Shambler,M,Monstrosity,,NE,14 (natural),71 (11d8+22),16,12,15,6,12,8,4,2
Brackish_Trudge,L,Plant,,,12 (natural),68 (8d10+24),20,10,17,4,14,4,3,2
Brain_Hood,T,Aberration,,NE,13,22 (5d4+10),4,16,14,17,15,10,0.5,2
Brain_in_a_Jar,S,Undead,,,11 (natural),55 (10d6+20),1,3,15,19,10,15,3,2
Brass_Dragon_Wyrmling,M,Dragon,Brass Dragon,CG,16 (natural),16 (3d8+3),15,10,13,10,11,13,1,2
Brass_Man,L,Construct,,N,16 (natural),136 (16d10+48),21,10,16,2,11,1,9,4
Brass_Oracle,S,Construct,,,17 (natural),17 (5d6),1,1,11,15,12,10,0.25,2
Briar_Knight,M,Humanoid,Elf,CG,18 (breastplate and shield),52 (8d8+16),15,14,14,10,10,15,3,2
Bridesmaid_of_Zuggtmoy,M,Plant,,CE,13 (natural),22 (5d8),14,11,11,14,8,18,0.125,2
Brigganock,T,Fey,,NG,12,9 (2d4+4),4,15,14,10,11,13,0.125,2
Brimstone_Locusthound,M,Monstrosity,,N,15 (natural),60 (8d8+24),19,14,17,3,9,6,3,2
Brine_Sea_Serpent,H,Dragon,,CE,18 (natural),195 (17d12+85),21,15,20,7,13,14,13,5
Brine_Zombie,M,Undead,,NE,11 (natural),27 (5d8+5),14,8,13,2,10,10,1,2
Bristled_Moorbounder,L,Beast,,,15 (natural),52 (7d10+14),18,14,14,2,13,5,3,2
Brontosaurus,G,Beast,,,15 (natural),121 (9d20+27),21,9,17,2,10,7,5,3
Brontotherium,H,Beast,,,13 (natural),128 (10d12+50),23,10,20,2,13,6,6,3
Bronze_Dragon_Wyrmling,M,Dragon,Bronze Dragon,LG,17 (natural),32 (5d8+10),17,10,15,12,11,15,2,2
Bronze_Golem,L,Construct,,,13 (natural),57 (6d10+24),17,6,18,1,10,1,3,2
Bronze_Minotaur,L,Construct,,N,17 (natural),110 (13d10+39),18,10,16,3,11,1,10,4
Bronze_Sable,M,Construct,,,15 (natural),32 (5d8+10),13,16,15,3,14,1,1,2
Bronze_Scout,M,Construct,,,13,18 (4d8),10,16,11,3,14,1,1,2
Broodiken,T,Construct,,N,13 (natural),55 (10d4+30),8,14,16,2,10,6,1,2
Broodmother_of_Leng,H,Aberration,,CE,17 (natural),161 (17d12+51),18,14,16,17,10,10,11,4
Broom_of_Animated_Attack,S,Construct,,,15 (natural),17 (5d6),10,17,10,1,5,1,0.25,2
Brother_Ox,H,Fey,Shapechanger,LN,18 (natural),187 (15d12+90),21,18,22,17,24,19,16,5
Brown_Bear,L,Beast,,,11 (natural),34 (4d10+12),19,10,16,2,13,7,1,2
Brown_Dragon_Wormling,M,Dragon,Brown Dragon,,17 (natural),84 (13d8+26),21,10,15,11,15,10,6,3
Brown_Mold,S,Plant,,,5,5 (1d6+2),1,1,15,1,10,1,2,2
Brownie,T,Fey,,LG,15 (natural),7 (2d4+2),7,18,12,14,14,16,2,2
Brume,L,Aberration,,NE,16 (natural),90 (12d8+36),13,16,17,14,14,17,6,3
Brynhildr_War_Queen,L,Celestial,,,"20 (plate, shield)",304 (29d10+145),28,22,20,19,25,12,24,7
Bucca,T,Fey,,NE,14 (natural),27 (5d4+15),10,16,17,13,9,16,0.5,2
Bugbear,M,Humanoid,Goblinoid,CE,"16 (hide, shield)",27 (5d8+5),15,14,13,8,11,9,1,2
Bugbear_Chief,M,Humanoid,Goblinoid,CE,"17 (chain shirt, shield)",65 (10d8+20),17,14,14,11,12,11,3,2
Bukavac,L,Monstrosity,,NE,16 (natural),199 (21d10+84),20,17,18,7,15,12,9,4
Bulbous_Violet,M,Plant,,,12,38 (7d8+7),15,14,13,2,10,2,1,2
Bulette,L,Monstrosity,,,17 (natural),94 (9d10+45),19,11,21,2,10,5,5,3
Bulezua,M,Fiend,Demon,CE,14 (natural),52 (7d8+21),15,14,17,8,9,6,3,2
